username,full_text,predicted_label,probability_emotion
kusumovina,@ARSIPAJA kuliah mahal pak kursus jg mahal.. pemerintah aja yg g niat,Anger,0.27253279089927673
kelasbahasaidn,Pendaftaran kursus bahasa Spanyol DELE keperluan beasiswa dan kuliah S1 S2 dan S3 Spanyol 2024 https://t.co/fMMkWBjUHA #kursusbahasaspanyol #lesbahasaspanyol #kelasbahasa #kuliahkespanyol #beasiswaspanyol https://t.co/HCmNQ1ds3P,Anger,0.4786931872367859
tutornomor1,Siapa yang pusing mikirin grammar? Kalau kamu bisa relate cek profil kita ya! Kami membuka kursus bahasa inggris PALING MURAH! Ada program Regular dan Private Kami juga membagikan tips bagaimana caranya menjawab soal-soal sulit di test TOEFL IELTS dan Speaking https://t.co/h7yTbgBA1J,Anger,0.7735593914985657
cockatoocourse,@imingsonghwan semangat belajarnya kak dua-duanya bagus kok ,Joy,0.9388952851295471
cockatoocourse,@harsastud les bahasa inggris kak,Neutral,0.4003466069698334
cockatoocourse,@necstudies les di cockatoo course aja yuk kak,Joy,0.8557320833206177
cockatoocourse,@notyajoo gas kak biar makin jago ,Joy,0.5355190634727478
cockatoocourse,@111111_xyz ayok kak les semangat belajar bahasa mandarin ,Joy,0.9011555910110474
SultanMafty,@Adrianussatrio Menarik ada beasiswa ga ya buat kursus pelatihan,Neutral,0.89766925573349
v4ria,@kegblgnunfaedh Menurut saya usaha dari diri sendiri juga bagus misalnya IPK tinggi terus punya kemampuan MS. Office dasar ikut2 kursus tapi jangan lupakan jalur langit dan doa dari orang tua( ibu bapak) dijamin apapun usahamu pasti tercapai,Anger,0.40334826707839966
saanndyie,Gada yg lebih mahal dari biaya kursus bertanggung jawab,Neutral,0.6385558247566223
kelasbahasaidn,Pendaftaran kursus bahasa Rusia TORFL keperluan beasiswa dan kuliah S1 S2 dan S3 Rusia 2024 https://t.co/t7U9Q2j9Lj #kursusbahasarusia #lesbahasarusia #kelasbahasa #beasiswarusia #kuliahkerusia https://t.co/xMwovzHzFW,Anger,0.39838075637817383
maoaoaoaosama,@an0thena kursus jadi gunung kah,Joy,0.33261987566947937
woionhak,@minkyeufn dd mau kursus kayak doraemon gitu noona :3,Joy,0.42635059356689453
ragitempe,@pudingsoklad Ngga paham juga Maaf yaa~ Pake visa berlibur lalu daftar kursus singkat 1 bulan mungkin? Karena setelah kursus biasanya diarahkan untuk dapet kerja.,Anger,0.712197482585907
alivia0420,@https_pong @chillh00t @itbelongstoray @kolorjahanam @mawanzzzz @qubelajar info kursus bahasa inggris gas beneran ini mah,Anger,0.3394692838191986
ndabole22,1. Sedekah 2. Investasi 3. Menabung 4. Rumah &amp; Kendaraan 5. Kursus apapun upgrade diri 6. Haji diri sendiri dan orangtua 7. Jalan traveling keliling dunia,Sad,0.3710339367389679
ClassKouki12006,@Masbinbin_ Terima kasih kak sudah membantu mempromosikan kursus saya ️,Joy,0.9677019119262695
artewld,@gulitng Mayan tapi dlu gw belajar bahasa jepang si. Ya kl mau proper kursus aja,Anger,0.4587332308292389
_ming9yu,nnti libur 2bulan aku ngapain yaaaaa kemarin pas libur sem 2 aku kursus sebulan kali ini kursuss apaaahhhh,Neutral,0.24420687556266785
Kelas_ppds,Pendaftaran kursus TPA Bappenas dan TOEFL ITP persiapan pascasarjana doktoral dan PPDS Universitas Brawijaya 2024 https://t.co/RaJyrlNJJA #kelastpatoefl #kursustpabappenas #lestpabappenas #kursustoeflitp #lestoeflitp https://t.co/PVWVFiOOuc,Neutral,0.34955963492393494
teko0lovie,@chromatogrebi aku pengen bgt bisa bahasa isyarat abis liat film or series yang character nya punya keistimewaan ini pengen bisa juga cmn bingung belajar dari mana selain dari youtube mau kursus juga gaada duit ,Neutral,0.532707154750824
vanhavnpickme99,@Rusli78880205 @kegblgnunfaedh Gaji lu aja nguli sebulan belon tentu cukup kan? BTW keuntungan dia memiliki gelar Sarjana untuk bekerja di luar negeri possibilitynya lebih besar dan cepat cuk dibanding orang² yg cuma nyandang sertifikat kursus sebagai syarat kerja. Kurang²in ngerendahin orang.,Neutral,0.2760438323020935
vinanurziani,Wait kalo tetap di Bandung bisa kursus Bisindo (⁠⑉⁠⊙⁠ȏ⁠⊙⁠),Neutral,0.3625343441963196
cutiessaf,@potatobee__ samaa pgn bljr digimar pgn kursus mandarin pgn bljr bhs inggirs data analyst excel tp bingung drimana dlu,Neutral,0.23982876539230347
thatgfjongseong,@Taratakdwung @ENHYPEN_members @ENHYPEN yeyyyy aku sekarang sibuk belajar juga buat snbt tahun depan+lagi kerja sambil kursus hehe,Joy,0.5235527157783508
SafahherbsHq,Tahniah pada para peserta yang hadir untuk sesi kursus hari ini! https://t.co/0Ek8HPCwXk,Joy,0.3106922209262848
yukimiyafeb,@wemutt_ @worksfess Aku dr jurusan ekonomi. Apa bs nguasain skill itu smua yaa? Kalau iya apa yg harus disiapin? Ikut kursus atau pelatihan gitu? Btw kl bahasa china kaka otodidak atau les?,Anger,0.4394122362136841
kendrickngamar,pengen kursus barista deh boleh mama ngga ya,Neutral,0.32162925601005554
kelasbahasaidn,Pendaftaran kursus bahasa Jerman tes Goethe-Zertifikat A1 - B2 keperluan beasiswa dan kuliah S1 S2 dan S3 Jerman 2024 https://t.co/Wr1MfoOd0O #kursusbahasajerman #lesbahasajerman #kelasbahasa #beasiswajerman #kuliahjerman https://t.co/G3RAXgSpCU,Anger,0.41091734170913696
arepnazli,Kursus Umrah Andalusia In sha Allah kita jumpa esok ya https://t.co/DexPL6hph8,Anger,0.5726032853126526
kelasbahasaidn,Pendaftaran kursus bahasa Belanda dan persiapan beasiswa serta kuliah ke Belanda 2025 https://t.co/spR1hEF6BF #kursusbahasabelanda #lesbahasabelanda #kuliahkebelanda #kelasbahasa #beasiswakebelanda https://t.co/kiGtiMZ2ML,Anger,0.4714137613773346
primaryenglishh,Hari ini adalah era kolaborasi. Dengan kolaborasi kita bisa mencapai hal yang lebih besar dan lebih baik. Bersama kita wujudkan #GenerasiEmas2045 Primary English membantu kamu meningkatkan skill berbahasa Inggris Kursus Bahasa Inggris terbaik di Garut https://t.co/p6nraZrA9o,Joy,0.5281100869178772
aslinyatakutan,Buka kursus badminton dan juga bahasa inggris untuk tanya2 boleh DM atau wa 085781048612. Fast respon via wa. #Zonajajan #zonauang,Neutral,0.5581621527671814
CheffHery,*Kursus Masak Sidoarjo Swansh Culinary* ▪︎fried chicken ▪︎jamur krispy ▪︎Tahu krispy ▪︎Udang Krispy ▪︎ sambal geprek ▪︎ pembuatan tepung Yuk Action Sekarang ! Info dan pendaftaran Hub. Call Center: 0813 3111 0046 Admin 1: 0882 1726 8680 https://t.co/ooNv9FdP19,Neutral,0.718932032585144
minkyeufn,@woionhak Mau kursus apa tuh di jepang? Biar noona bantu telfonin orang sana/?,Neutral,0.6968029141426086
CheffHery,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *Bebek bumbu hitam Bebek sinjai Bebek Remuk Sambal terasi Sambal pencit* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/Yxtkg4Fzk8,Neutral,0.6695948243141174
CheffHery,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *Ayam ungkep ayam bumbu rujak ayam kalasan sambal* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/cg4o1OxpR5,Sad,0.9226067066192627
CheffHery,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran *Pembuatan mie Mie Ayam solo Mie pangsit jakarta sambal* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/Lom9p80tPe,Sad,0.9830430150032043
Kelas_ppds,Pendaftaran kursus persiapan TPA Bappenas dan TOEFL ITP PPDS ULM Banjarmasin https://t.co/Prm1Zri4pb #kursustpabappenas #kursustoeflitp #kelastpatoefl #lestoeflitp #lestpabappenas https://t.co/WdrtY11EUj,Neutral,0.3785766065120697
CheffHery,Mau Punya Bisnis NASI TUMPENG yang sudah Jelas Banyak Penggemar di segala Usia dan Tidak Kenal Musim dan sebagai Hidangan untuk keluarga tercinta ....? *NASI TUMPENG* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/MClKbHJUuI,Love,0.9723037481307983
0tk0w0,@apacarienih Iya ampe ikut kursus online di @petanirumah bunganya lagi di tahap semai nanti di update deh mudah2an ga gagal ,Anger,0.426070898771286
Kelas_ppds,Pendaftaran kursus persiapan TPA dan EAP UNS persiapan PPDS Pacasarjana dan Doktoral https://t.co/Q6KqwpNQe0 #kursustpabappenas #lestpabappenas #kelastpatoefl #kursuseapuns #EAPUNS https://t.co/gCxjB6Sqq9,Neutral,0.32791364192962646
orangesgarden,1. Ke Perpusnas 2. Ke Pasar Senen untuk beli buku-buku bekas 3. Ikut kelas pottery di kota tua 4. Baca bukuuuu pokoknya sampai aku bisa kembali menulis seperti dahulu 5. Review materi coolyeah 6. Ikut kursus 7. Ikut volunteer ngajar,Sad,0.8202899098396301
graziakic,Bikin Focaccia hanya gak dioles olive oil dan di topping Rosemary segar... Enak luarnya keras rapi dalamnya empuk lembut https://t.co/LZw4jNvtsq,Neutral,0.45647820830345154
yulidangta,@tanyarlfes Masih bisa koq ikut CPNS atau BUMN jg masih bisa tp kalo mau di swasta jg bisa asal rajin2 apply. Bahkan kalo mau keluar negri lebih bisa lg. Kalo bisa selama menunggu panggilan &amp; ngepply gini cari kesibukan lain entah kursus atau freelance/part time gitu,Joy,0.2586539089679718
Kelas_ppds,Pendaftaran kursus TPA dan SEU Undip/TBI/TOEFL persiapan PPDS PPDGS Pascasarjana dan Doktoral 2024 https://t.co/pCOEtAxwn1 #kursusseuundip #kursustpaundip #kursustbiundip #lesseuundip #lestbiundip #lestpaundip #kelastpatoefl https://t.co/i8sEm0GH1s,Neutral,0.35000935196876526
0tk0w0,bang @petanirumah kursus kemaren kan di sayuran ma buah ya kalo bunga perlakuannya sama kah?,Anger,0.3374452292919159
ramadisadikin,3. Babbel (https://t.co/SoZZBH1MhW): Babbel menawarkan kursus bahasa yang dirancang oleh ahli bahasa untuk membantu Anda belajar bahasa asing dengan fokus pada percakapan sehari-hari.,Neutral,0.3396529257297516
ramadisadikin,2. Memrise (https://t.co/f3wm0sbK6G): Memrise menawarkan kursus bahasa yang dirancang untuk membantu Anda mengingat kosakata dan tata bahasa dengan menggunakan metode pembelajaran berulang-ulang yang efektif.,Joy,0.3709331452846527
ndhyydn86,@adobubble Setuju. Sesetengah kursus memerlukan komputer riba. Masa menuntut ijazah dulu guna komputer di makmal shj semester kedua baru guna satu brand Compaq.,Anger,0.3057207763195038
Adrianussatrio,Kursus Lisensi A AFC Peluang melatih: Asisten pelatih kepala klub Liga 1 pelatih kepala klub Liga 1 pelatih tim nasional usia muda (U-16 U-19 U-23) tim nasional wanita dan asisten pelatih kepala tim nasional senior.,Neutral,0.44424107670783997
azzbluue,@amaliaaanf buka kursus diving ajh,Neutral,0.6534966230392456
DwiLestariHand6,KURSUS GRATIS DIBIAYAI KEMDIKBUDRISTEKVOKASI RI LULUS LANGSUNG KERJA #kemdikbudristekvokasi #kursuskita #vokasi #lkp #dwilestaricollege #kabupatenpesisirselatan #nagari #kapehpanjijayatalaok #kecamatanbayang #dinaspendidikan #dudihotel #giszellahotel #sagamurnihotel #trizahotel https://t.co/WyC8RcZgFY,Anger,0.3796633183956146
hardja_h,@kang___L Kaya nya musti kursus berbohong yg baik dan benar nih.,Neutral,0.34399423003196716
munyamunya88,@lenlenjuin Tapi yg kursus ga dapet sertif kan.. yg bikin ak mundur krn ga ad sertifnya abis course Jdi masi nyari2 kursus yg dipake temen2ku jg mending disana,Fear,0.36351150274276733
Dwilestari24316,KURSUS GRATIS DIBIAYAI KEMDIKBUDRISTEKVOKASI RI LULUS LANGSUNG KERJA #kemdikbudristekvokasi #kursuskita #vokasi #lkp #dwilestaricollege #kabupatenpesisirselatan #nagari #kapehpanjijayatalaok #kecamatanbayang #dinaspendidikan #dudihotel #giszellahotel #sagamurnihotel #trizahotel https://t.co/nOqfKumRBm,Anger,0.3796634078025818
munyamunya88,@lenlenjuin Kalo gasalah dia suka buka kursus bakor wkwk untung ga jadi ambil. Soalnya ga ad sertif sementara ak ngejar sertif,Sad,0.2773984670639038
magnoliaodyssey,Oh kelupaan 1 lagi esai beasiswa kursus,Joy,0.24079138040542603
magnoliaodyssey,Hari ini: - self study materi kelas bakor hari ini️ - 1 esai beasiswa grad school prep - 3 esai fellowship - 2 esai kursus + 2 kuis - ajuin permohonan perpanjangan lisensi - kelas bakor 1B - draf 1 esai beasiswa kursus - pushrank - tugas bakor sch (kalo masi ada energi),Joy,0.3678077161312103
