username,full_text,predicted_label,probability_emotion
frnayouchaja,Kursus bahasa Jerman dari 0 murah. DM yap.,Joy,0.30496591329574585
jeJAKAki,Gahmen baek banget dah sm PR dan warlok kursus DJ aja bisa up to 70% dibayarin https://t.co/ppa15sn1Tb,Anger,0.3109758496284485
qtersipu,@miyaoew aku buka kursus,Anger,0.29606908559799194
imminenotyours_,@innovacommunity Jawaban beliau nanti juga sambil jalan kamu paham. Setelah lulus dari kursus mengemudi(dapet sim) masih banyak gak ngertinya. Kalo dijalan sering nelfon abang(anggota ic) perkara mobil juga masih banyak gak tau aturan berkendara-,Fear,0.3379865288734436
studyinfohub,DIPLOMA PENDIDIKAN AWAL KANAK-KANAK Program yang melatih pelajar bagaimana membimbing menjaga mengasuh dan mendidik kanak-kanak. Pelajar juga akan memperolehi sijil kursus asuhan&amp;didikan awal kanak-kanak PERMATA. https://t.co/qbaHP9FK5o,Neutral,0.5271090269088745
telkomselorbits,duh deg degan banget disuruh kursus nyetir testinya dong guys,Anger,0.27508634328842163
Kelas_ppds,Informasi kursus persiapan UPDA dan ELPT ITB Juni 2024 https://t.co/51FaEU4dZ1 #kelastpatoefl #smitb #kursusupdaitb #lesupdaitb #leselptitb #kursuselptitb https://t.co/YjOI6qBAJO,Neutral,0.48013490438461304
ChunSing234,Info latihan/kursus boxing atau beladiri di Semarang. Yang affordable #gaysemarang,Neutral,0.44949644804000854
Kelas_ppds,Pendaftaran kursus persiapan tes SIMAK UI S2 S3 PPDS Profesi dan PPDGS 2024 https://t.co/ziecESQAUq #kursustpaui #kursussimakui #lessimakui #ppdsui #kelastpatoefl #kursuseptui #leseptui https://t.co/tICgGdo3tL,Joy,0.5082300901412964
masak_kursus,Menerima Pesanan Nasi Kotak *dengan materi Nasi kotak* ▪︎Nasi putih ▪︎Iga Bakar ▪︎Ayam Goreng ▪︎oseng sayur ▪︎Bali telor ▪︎Krupuk ▪︎Jeruk ▪︎Roti abon pedas Yuk Action Sekarang ! Info dan pendaftaran Hub. Call Center: 0813 3111 0046 Admin 1: 0882 1726 8680 https://t.co/1akaKz0yMV,Joy,0.7502089142799377
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary* Yukk action sekarang Kursus Masak *dengan materi* ▪︎Bebek Goreng ▪︎Ayam Goreng ▪︎Ikan Bakar ▪︎Udang saos asam manis ▪︎Kepiting saos padang ▪︎ Sambal Terasi dan Sambal lamongan https://t.co/xGf9eHIE91,Neutral,0.586686909198761
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *Rawon Soto Daging empal ayam suwir jeroan ( babat paru usus)* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/oMiKUTqssd,Anger,0.36548978090286255
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary* Kursus Masak *dengan materi* ▪︎Nasi pecel lengkap ▪︎ Rawon ▪︎ Lodeh ▪︎ Es Dawet Yuk Action Sekarang ! Info dan pendaftaran Hub. Call Center: 0813 3111 0046 Admin 1: 0882 1726 8680 (wiwin) Admin 2 : 0877 0889 5497 (Wiwin) https://t.co/mJQxlYSs2Z,Neutral,0.6030710339546204
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *Sapo tahu chicken saos teriyaki cumi saos lada hitam asem2 Daging/Iga* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/cgXGFHXroj,Anger,0.46032699942588806
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary Materi : 1.pengenalan dan penjelasan bahan 2.teknik dan cara menimbang 3.teknik dan cara membuat adonan dasar roti manis 4.teknik dan cara pengembangan dan pembentukan roti sederhana 5.membuat variasi roti:keju sosis selai coklat https://t.co/xE3e9rNy6F,Fear,0.39129605889320374
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary Mau Punya Bisnis Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. Materi : 1. Es Teh 2. Teh Hangat 3. Minuman Rasa strowbery dan mangga 4. Simple sirup 5. Boba Brown sugar 6. Es jeruk https://t.co/dnAVj2IMMX,Neutral,0.39514368772506714
masak_kursus,Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *NASI TUMPENG* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/3t053RMimf,Neutral,0.3691164553165436
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary* *dengan materi* ▪︎Bacimut ▪︎saos Hot lava ▪︎Saos pinzza ▪︎saos pedas manis wijen Yukkk Daftar dan Action sekarang Juga!!! https://t.co/oyR2swTLPT,Neutral,0.6224792003631592
masak_kursus,Menerima Pesanan Nasi Kotak *dengan materi Nasi kotak* ▪︎Nasi putih ▪︎ayam bakar ▪︎kering tempe ▪︎tumisan sayur ▪︎Bali telor ▪︎Krupuk ▪︎perkedel kentang ▪︎Mie Yuk Action Sekarang ! Info dan pendaftaran Hub. Call Center: 0813 3111 0046 Admin 1: 0882 1726 8680 https://t.co/dXMy6sYoLa,Joy,0.7400667071342468
kusumovina,@ARSIPAJA kuliah mahal pak kursus jg mahal.. pemerintah aja yg g niat,Joy,0.6163257956504822
kelasbahasaidn,Pendaftaran kursus bahasa Spanyol DELE keperluan beasiswa dan kuliah S1 S2 dan S3 Spanyol 2024 https://t.co/fMMkWBjUHA #kursusbahasaspanyol #lesbahasaspanyol #kelasbahasa #kuliahkespanyol #beasiswaspanyol https://t.co/HCmNQ1ds3P,Neutral,0.5177019834518433
tutornomor1,Siapa yang pusing mikirin grammar? Kalau kamu bisa relate cek profil kita ya! Kami membuka kursus bahasa inggris PALING MURAH! Ada program Regular dan Private Kami juga membagikan tips bagaimana caranya menjawab soal-soal sulit di test TOEFL IELTS dan Speaking https://t.co/h7yTbgBA1J,Anger,0.639564573764801
cockatoocourse,@imingsonghwan semangat belajarnya kak dua-duanya bagus kok ,Joy,0.909212589263916
cockatoocourse,@harsastud les bahasa inggris kak,Neutral,0.4484817087650299
cockatoocourse,@necstudies les di cockatoo course aja yuk kak,Joy,0.5179620385169983
cockatoocourse,@notyajoo gas kak biar makin jago ,Anger,0.24630163609981537
cockatoocourse,@111111_xyz ayok kak les semangat belajar bahasa mandarin ,Joy,0.8662631511688232
SultanMafty,@Adrianussatrio Menarik ada beasiswa ga ya buat kursus pelatihan,Neutral,0.47164860367774963
v4ria,@kegblgnunfaedh Menurut saya usaha dari diri sendiri juga bagus misalnya IPK tinggi terus punya kemampuan MS. Office dasar ikut2 kursus tapi jangan lupakan jalur langit dan doa dari orang tua( ibu bapak) dijamin apapun usahamu pasti tercapai,Anger,0.9706389307975769
saanndyie,Gada yg lebih mahal dari biaya kursus bertanggung jawab,Neutral,0.509297251701355
kelasbahasaidn,Pendaftaran kursus bahasa Rusia TORFL keperluan beasiswa dan kuliah S1 S2 dan S3 Rusia 2024 https://t.co/t7U9Q2j9Lj #kursusbahasarusia #lesbahasarusia #kelasbahasa #beasiswarusia #kuliahkerusia https://t.co/xMwovzHzFW,Neutral,0.5305025577545166
maoaoaoaosama,@an0thena kursus jadi gunung kah,Neutral,0.3091016709804535
woionhak,@minkyeufn dd mau kursus kayak doraemon gitu noona :3,Anger,0.2829941213130951
ragitempe,@pudingsoklad Ngga paham juga Maaf yaa~ Pake visa berlibur lalu daftar kursus singkat 1 bulan mungkin? Karena setelah kursus biasanya diarahkan untuk dapet kerja.,Neutral,0.2435019165277481
alivia0420,@https_pong @chillh00t @itbelongstoray @kolorjahanam @mawanzzzz @qubelajar info kursus bahasa inggris gas beneran ini mah,Neutral,0.36323463916778564
ndabole22,1. Sedekah 2. Investasi 3. Menabung 4. Rumah &amp; Kendaraan 5. Kursus apapun upgrade diri 6. Haji diri sendiri dan orangtua 7. Jalan traveling keliling dunia,Neutral,0.4850327670574188
ClassKouki12006,@Masbinbin_ Terima kasih kak sudah membantu mempromosikan kursus saya ️,Neutral,0.46447843313217163
artewld,@gulitng Mayan tapi dlu gw belajar bahasa jepang si. Ya kl mau proper kursus aja,Joy,0.5676282048225403
_ming9yu,nnti libur 2bulan aku ngapain yaaaaa kemarin pas libur sem 2 aku kursus sebulan kali ini kursuss apaaahhhh,Neutral,0.4813153147697449
Kelas_ppds,Pendaftaran kursus TPA Bappenas dan TOEFL ITP persiapan pascasarjana doktoral dan PPDS Universitas Brawijaya 2024 https://t.co/RaJyrlNJJA #kelastpatoefl #kursustpabappenas #lestpabappenas #kursustoeflitp #lestoeflitp https://t.co/PVWVFiOOuc,Anger,0.25515085458755493
teko0lovie,@chromatogrebi aku pengen bgt bisa bahasa isyarat abis liat film or series yang character nya punya keistimewaan ini pengen bisa juga cmn bingung belajar dari mana selain dari youtube mau kursus juga gaada duit ,Joy,0.7240310311317444
vanhavnpickme99,@Rusli78880205 @kegblgnunfaedh Gaji lu aja nguli sebulan belon tentu cukup kan? BTW keuntungan dia memiliki gelar Sarjana untuk bekerja di luar negeri possibilitynya lebih besar dan cepat cuk dibanding orang² yg cuma nyandang sertifikat kursus sebagai syarat kerja. Kurang²in ngerendahin orang.,Anger,0.3109758496284485
vinanurziani,Wait kalo tetap di Bandung bisa kursus Bisindo (⁠⑉⁠⊙⁠ȏ⁠⊙⁠),Neutral,0.6216278672218323
cutiessaf,@potatobee__ samaa pgn bljr digimar pgn kursus mandarin pgn bljr bhs inggirs data analyst excel tp bingung drimana dlu,Joy,0.6599620580673218
thatgfjongseong,@Taratakdwung @ENHYPEN_members @ENHYPEN yeyyyy aku sekarang sibuk belajar juga buat snbt tahun depan+lagi kerja sambil kursus hehe,Joy,0.38658595085144043
SafahherbsHq,Tahniah pada para peserta yang hadir untuk sesi kursus hari ini! https://t.co/0Ek8HPCwXk,Joy,0.5300057530403137
yukimiyafeb,@wemutt_ @worksfess Aku dr jurusan ekonomi. Apa bs nguasain skill itu smua yaa? Kalau iya apa yg harus disiapin? Ikut kursus atau pelatihan gitu? Btw kl bahasa china kaka otodidak atau les?,Fear,0.29194778203964233
kendrickngamar,pengen kursus barista deh boleh mama ngga ya,Joy,0.3203916847705841
kelasbahasaidn,Pendaftaran kursus bahasa Jerman tes Goethe-Zertifikat A1 - B2 keperluan beasiswa dan kuliah S1 S2 dan S3 Jerman 2024 https://t.co/Wr1MfoOd0O #kursusbahasajerman #lesbahasajerman #kelasbahasa #beasiswajerman #kuliahjerman https://t.co/G3RAXgSpCU,Anger,0.3109758496284485
arepnazli,Kursus Umrah Andalusia In sha Allah kita jumpa esok ya https://t.co/DexPL6hph8,Joy,0.4214325547218323
kelasbahasaidn,Pendaftaran kursus bahasa Belanda dan persiapan beasiswa serta kuliah ke Belanda 2025 https://t.co/spR1hEF6BF #kursusbahasabelanda #lesbahasabelanda #kuliahkebelanda #kelasbahasa #beasiswakebelanda https://t.co/kiGtiMZ2ML,Anger,0.2630808353424072
primaryenglishh,Hari ini adalah era kolaborasi. Dengan kolaborasi kita bisa mencapai hal yang lebih besar dan lebih baik. Bersama kita wujudkan #GenerasiEmas2045 Primary English membantu kamu meningkatkan skill berbahasa Inggris Kursus Bahasa Inggris terbaik di Garut https://t.co/p6nraZrA9o,Joy,0.9757248163223267
aslinyatakutan,Buka kursus badminton dan juga bahasa inggris untuk tanya2 boleh DM atau wa 085781048612. Fast respon via wa. #Zonajajan #zonauang,Neutral,0.35025426745414734
CheffHery,*Kursus Masak Sidoarjo Swansh Culinary* ▪︎fried chicken ▪︎jamur krispy ▪︎Tahu krispy ▪︎Udang Krispy ▪︎ sambal geprek ▪︎ pembuatan tepung Yuk Action Sekarang ! Info dan pendaftaran Hub. Call Center: 0813 3111 0046 Admin 1: 0882 1726 8680 https://t.co/ooNv9FdP19,Neutral,0.5565298795700073
minkyeufn,@woionhak Mau kursus apa tuh di jepang? Biar noona bantu telfonin orang sana/?,Anger,0.3109758496284485
CheffHery,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *Bebek bumbu hitam Bebek sinjai Bebek Remuk Sambal terasi Sambal pencit* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/Yxtkg4Fzk8,Joy,0.5686405897140503
CheffHery,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *Ayam ungkep ayam bumbu rujak ayam kalasan sambal* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/cg4o1OxpR5,Joy,0.7274718880653381
CheffHery,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran *Pembuatan mie Mie Ayam solo Mie pangsit jakarta sambal* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/Lom9p80tPe,Neutral,0.4505094587802887
Kelas_ppds,Pendaftaran kursus persiapan TPA Bappenas dan TOEFL ITP PPDS ULM Banjarmasin https://t.co/Prm1Zri4pb #kursustpabappenas #kursustoeflitp #kelastpatoefl #lestoeflitp #lestpabappenas https://t.co/WdrtY11EUj,Anger,0.3109758496284485
CheffHery,Mau Punya Bisnis NASI TUMPENG yang sudah Jelas Banyak Penggemar di segala Usia dan Tidak Kenal Musim dan sebagai Hidangan untuk keluarga tercinta ....? *NASI TUMPENG* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/MClKbHJUuI,Love,0.9999959468841553
0tk0w0,@apacarienih Iya ampe ikut kursus online di @petanirumah bunganya lagi di tahap semai nanti di update deh mudah2an ga gagal ,Anger,0.6479389667510986
Kelas_ppds,Pendaftaran kursus persiapan TPA dan EAP UNS persiapan PPDS Pacasarjana dan Doktoral https://t.co/Q6KqwpNQe0 #kursustpabappenas #lestpabappenas #kelastpatoefl #kursuseapuns #EAPUNS https://t.co/gCxjB6Sqq9,Anger,0.3109758496284485
orangesgarden,1. Ke Perpusnas 2. Ke Pasar Senen untuk beli buku-buku bekas 3. Ikut kelas pottery di kota tua 4. Baca bukuuuu pokoknya sampai aku bisa kembali menulis seperti dahulu 5. Review materi coolyeah 6. Ikut kursus 7. Ikut volunteer ngajar,Joy,0.4873422086238861
graziakic,Bikin Focaccia hanya gak dioles olive oil dan di topping Rosemary segar... Enak luarnya keras rapi dalamnya empuk lembut https://t.co/LZw4jNvtsq,Joy,0.30422350764274597
yulidangta,@tanyarlfes Masih bisa koq ikut CPNS atau BUMN jg masih bisa tp kalo mau di swasta jg bisa asal rajin2 apply. Bahkan kalo mau keluar negri lebih bisa lg. Kalo bisa selama menunggu panggilan &amp; ngepply gini cari kesibukan lain entah kursus atau freelance/part time gitu,Neutral,0.32694941759109497
Kelas_ppds,Pendaftaran kursus TPA dan SEU Undip/TBI/TOEFL persiapan PPDS PPDGS Pascasarjana dan Doktoral 2024 https://t.co/pCOEtAxwn1 #kursusseuundip #kursustpaundip #kursustbiundip #lesseuundip #lestbiundip #lestpaundip #kelastpatoefl https://t.co/i8sEm0GH1s,Anger,0.30025383830070496
0tk0w0,bang @petanirumah kursus kemaren kan di sayuran ma buah ya kalo bunga perlakuannya sama kah?,Anger,0.3109758496284485
ramadisadikin,3. Babbel (https://t.co/SoZZBH1MhW): Babbel menawarkan kursus bahasa yang dirancang oleh ahli bahasa untuk membantu Anda belajar bahasa asing dengan fokus pada percakapan sehari-hari.,Neutral,0.44952115416526794
ramadisadikin,2. Memrise (https://t.co/f3wm0sbK6G): Memrise menawarkan kursus bahasa yang dirancang untuk membantu Anda mengingat kosakata dan tata bahasa dengan menggunakan metode pembelajaran berulang-ulang yang efektif.,Neutral,0.31874826550483704
ndhyydn86,@adobubble Setuju. Sesetengah kursus memerlukan komputer riba. Masa menuntut ijazah dulu guna komputer di makmal shj semester kedua baru guna satu brand Compaq.,Neutral,0.4220644533634186
Adrianussatrio,Kursus Lisensi A AFC Peluang melatih: Asisten pelatih kepala klub Liga 1 pelatih kepala klub Liga 1 pelatih tim nasional usia muda (U-16 U-19 U-23) tim nasional wanita dan asisten pelatih kepala tim nasional senior.,Joy,0.5231183171272278
azzbluue,@amaliaaanf buka kursus diving ajh,Anger,0.29606908559799194
DwiLestariHand6,KURSUS GRATIS DIBIAYAI KEMDIKBUDRISTEKVOKASI RI LULUS LANGSUNG KERJA #kemdikbudristekvokasi #kursuskita #vokasi #lkp #dwilestaricollege #kabupatenpesisirselatan #nagari #kapehpanjijayatalaok #kecamatanbayang #dinaspendidikan #dudihotel #giszellahotel #sagamurnihotel #trizahotel https://t.co/WyC8RcZgFY,Neutral,0.44222167134284973
hardja_h,@kang___L Kaya nya musti kursus berbohong yg baik dan benar nih.,Joy,0.22876030206680298
munyamunya88,@lenlenjuin Tapi yg kursus ga dapet sertif kan.. yg bikin ak mundur krn ga ad sertifnya abis course Jdi masi nyari2 kursus yg dipake temen2ku jg mending disana,Anger,0.3503344655036926
Dwilestari24316,KURSUS GRATIS DIBIAYAI KEMDIKBUDRISTEKVOKASI RI LULUS LANGSUNG KERJA #kemdikbudristekvokasi #kursuskita #vokasi #lkp #dwilestaricollege #kabupatenpesisirselatan #nagari #kapehpanjijayatalaok #kecamatanbayang #dinaspendidikan #dudihotel #giszellahotel #sagamurnihotel #trizahotel https://t.co/nOqfKumRBm,Neutral,0.44222167134284973
munyamunya88,@lenlenjuin Kalo gasalah dia suka buka kursus bakor wkwk untung ga jadi ambil. Soalnya ga ad sertif sementara ak ngejar sertif,Neutral,0.34754660725593567
magnoliaodyssey,Oh kelupaan 1 lagi esai beasiswa kursus,Neutral,0.2970256805419922
magnoliaodyssey,Hari ini: - self study materi kelas bakor hari ini️ - 1 esai beasiswa grad school prep - 3 esai fellowship - 2 esai kursus + 2 kuis - ajuin permohonan perpanjangan lisensi - kelas bakor 1B - draf 1 esai beasiswa kursus - pushrank - tugas bakor sch (kalo masi ada energi),Neutral,0.8406444191932678
