username,full_text,predicted_label,probability_emotion
heyardians,Kayaknya kudu kursus bahasa mandarin,Neutral,0.48009830713272095
for_reaallll,@diary_gael aku buka gael,Neutral,0.846112072467804
noblueberryice,sebenarnya ini libur bisa aku manfaatin dngn blajar bawa mobil tp EMOHH ah belajarnya psti sama papa (soalnya di kampung gadk kursus mengemudi) trus nnti bayarannya pake mental mama aja gak mau diajarin papa.,Anger,0.3918592631816864
kelassbmptn,Informasi Kursus persiapan SKD CPNS Sekolah Kedinasan (SEKDIN) 2024 informasi kursus persiapan TWK TIU dan TKP 2024 : https://t.co/QuvToLB19R https://t.co/dm57AYLpiw,Joy,0.48844414949417114
for_reaallll,@tanyarlfes lebih ke feel so unnecessary ga si kek... ini hubungan ada tapi komunikasinya ga ada harus bgt gue nyari nyariin an adult macem lagi urus anak kecil yg masih clueless tentang banyak hal???,Anger,0.9059399366378784
pandoewardana,pengen dah kursus barber sama bikin martabak telor,Joy,0.26066142320632935
for_reaallll,@goodquotesid KAYAAAA,Neutral,0.349419504404068
dimasprasetiaaa,Dear Ara 29 June 2024 Salary Abi mu sekarang lagi 2 digit. kurang dari sebulan lagi kamu lahir Abi bakal kursus teknisi biar buka usaha sendiri biar bisa liat tumbuh kembang kamu.. sebenernya kalau Abi stay kerja disini hidup ku enak tapi Abi ga mau terlewati masa kamu #MyGvrl,Joy,0.6939352750778198
kelassbmptn,Pendaftaran kursus PPMB SMUA Unair Materi belajar : TPA Unair TKA Saintek dan Soshum https://t.co/bR22HcWLlr https://t.co/OYurh3df7g,Neutral,0.6504755616188049
wxngjanim,Tengah scroll gambar-gambar kursus. Asa salah sorang peserta tu mengingatkan saya dekat ikan keli hahahaah,Joy,0.5783411264419556
ggbdlprmn,@innovacommunity Ada temen ikut paket kursus nyetir + SIM. Sebelum kursusnya selesai dan bisa nyetir SIM-nya udah jadi duluan . Alhasil pas mau keluar parkir di basement pintu belakang full baret dan penyok kena pilar. Habis 1 6 juta buat benerin. Lenih mahal daripada kursusnya,Sad,0.9530237913131714
portalinfomase,Eksplorasi Ilmu Tanpa Batas Inilah 20 Kampus Top Dunia yang Menyediakan Kursus Online Gratis #20KampusTopDunia https://t.co/5LbTv0u2rK,Joy,0.402413010597229
salimsyalmz,setelah kejadian 100 meter di mobil otid kemarin gua jadi makin semangat belajar mobil infokan tempat kursus mobil di bandung dong,Neutral,0.37295159697532654
shecahh,Haritu kursus bls aku dah kena sekali kursus nrp nama aku juga yang naik. Penatlah nak rasa nervous and anxious lagi ,Sad,0.3517133593559265
xlovine,@tanyarlfes Ikut kursus,Neutral,0.369996041059494
kumsaja,@tanyarlfes Coba kursus singkat. Yg cuma pas weekend gitu juga bisa. Kakakku sering ikut kelas baking pas weekend. Sekarang udah pinter bikin kue. Udah mulai jualan kue kecil2an. Bisa cari kursus yg sesuai minat sender.,Neutral,0.7133275866508484
okaselalubenar,BJIR CRUSH GW PUNYA BLOG DR 2011 ISINYA BELAJAR KOMPUTER GT. KEREN BGT SIH PLS PACARIN GW GAK LO (Sampe gw copas linknya trs tar mau belajar jg. Nyesel gw capek-capek kursus komputer. Ternyata ayang bisa) HAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH,Joy,0.9985268115997314
hanggoro_phwkm,@5teV3n_Pe9eL Payah ki pak polisinya kalau P coret dilarang Parkir dan Kalau S coret dilarang Berhenti Ini Polisinya di suruh kursus rambu2 Lalulintqs di Polda dulu . ,Fear,0.3373825252056122
MbahJen25834471,@timtam1070946 @kegblgnunfaedh Aq jadi pengin cerita waktu merantau di Jakarta thn 2002 pas sampai Jkt terkepung banjir. Terus numpang di rumah sodara sambil kursus dan cari kerja. Setelah 2 thn baru dapat kerja tetap dgn gaji di bawah UMR. Terus aq tekuni sambil tiap tahun nglamar PNS yg sesuai jurusan.,Sad,0.49770939350128174
sapilembang,@raiberlari open kursus nih,Neutral,0.38993605971336365
farhanhelmycode,@catqeel @bukanarepnaz @azwan_ hang yg select tak ajak gi kursus kawin,Joy,0.44375574588775635
SirMidklas,Klo hari pertama kursus mobil lgsung ujan deres artinya apa temen-temen?,Neutral,0.4011523425579071
Dicky_Zman,@innovacommunity Kursus stir kebanyakan langsung dijalan raya min enggak pernah 1-2 hari di lapangan dulu buat latihan biar terbiasa megang stir ama pindah gigi,Anger,0.5558351874351501
wintersleave,Lo kalo butuh kursus pembendaharaan kata telepon gue aja bro. Nanti gue kirim CV,Anger,0.26953259110450745
aulshere,dia gatau aja dulu gue buka kursus spotify (krna dulu masi byk yg ga ngerti bahkan skedar buat join SH) buat streaming mengapa sama bunga hati dengan cara yg baik dan benar ,Sad,0.9998602867126465
Black_Envy09,@detikcom Buka kursus aja bahasa semut dan jin menarik loh ini?,Neutral,0.3471205532550812
AntonySusan3,@wong_w4r4s @makLambeTurah Zaman dimana kursus ITC WS Lotus 123 &amp; DBase III+ bawa Disket 5.5 Merk 3M. Disket DOS wajib punya printernya Epson Dot Matrix ...,Anger,0.6378263235092163
bibitbobotbebeb,@xeluvel rencananya gituu soalnya parah kali lah ak ni kalo ga ambil kursus gitu,Anger,0.3527005910873413
abesoolover1,ada ke kursus tvet yang setahun gitu? nak jugak ada sijil kemahiran ,Neutral,0.28167328238487244
eunoiasun,1. Nail polish set (yg aku wl dr abis open nail art) 2. kursus nail art biar dpt sertif 3. beli perlengkapan studio nail art 4. beli baju baru buat aku sm bocil 5. beli perabotan baru,Joy,0.9938681721687317
J0YCELLINE,@tvOneNews Duh kalo udah sugih gitu mah buuuu mending jadi pengusaha atau sekolahin anak yang tinggi kursus kan les kan biar pintar cerdas berguna. Masuk ke kolam curut buat apaaa???? Buat gagah doang???,Sad,0.37669017910957336
cockatoocourse,@soonbagp hayuu kak mulai belajar bahasa korea semangat ,Joy,0.6338582634925842
cockatoocourse,@skurzckyy semangat kak belajarnya ,Joy,0.9843547344207764
cockatoocourse,@rkrivess yay banget kak,Neutral,0.3980245590209961
frnayouchaja,Kursus bahasa Jerman dari 0 murah. DM yap.,Neutral,0.5242564082145691
jeJAKAki,Gahmen baek banget dah sm PR dan warlok kursus DJ aja bisa up to 70% dibayarin https://t.co/ppa15sn1Tb,Anger,0.3847704827785492
qtersipu,@miyaoew aku buka kursus,Neutral,0.3217918872833252
imminenotyours_,@innovacommunity Jawaban beliau nanti juga sambil jalan kamu paham. Setelah lulus dari kursus mengemudi(dapet sim) masih banyak gak ngertinya. Kalo dijalan sering nelfon abang(anggota ic) perkara mobil juga masih banyak gak tau aturan berkendara-,Neutral,0.9365484118461609
studyinfohub,DIPLOMA PENDIDIKAN AWAL KANAK-KANAK Program yang melatih pelajar bagaimana membimbing menjaga mengasuh dan mendidik kanak-kanak. Pelajar juga akan memperolehi sijil kursus asuhan&amp;didikan awal kanak-kanak PERMATA. https://t.co/qbaHP9FK5o,Joy,0.5035068988800049
telkomselorbits,duh deg degan banget disuruh kursus nyetir testinya dong guys,Joy,0.30043938755989075
Kelas_ppds,Informasi kursus persiapan UPDA dan ELPT ITB Juni 2024 https://t.co/51FaEU4dZ1 #kelastpatoefl #smitb #kursusupdaitb #lesupdaitb #leselptitb #kursuselptitb https://t.co/YjOI6qBAJO,Neutral,0.2753658890724182
ChunSing234,Info latihan/kursus boxing atau beladiri di Semarang. Yang affordable #gaysemarang,Joy,0.5146691203117371
Kelas_ppds,Pendaftaran kursus persiapan tes SIMAK UI S2 S3 PPDS Profesi dan PPDGS 2024 https://t.co/ziecESQAUq #kursustpaui #kursussimakui #lessimakui #ppdsui #kelastpatoefl #kursuseptui #leseptui https://t.co/tICgGdo3tL,Joy,0.49364766478538513
masak_kursus,Menerima Pesanan Nasi Kotak *dengan materi Nasi kotak* ▪︎Nasi putih ▪︎Iga Bakar ▪︎Ayam Goreng ▪︎oseng sayur ▪︎Bali telor ▪︎Krupuk ▪︎Jeruk ▪︎Roti abon pedas Yuk Action Sekarang ! Info dan pendaftaran Hub. Call Center: 0813 3111 0046 Admin 1: 0882 1726 8680 https://t.co/1akaKz0yMV,Joy,0.743120551109314
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary* Yukk action sekarang Kursus Masak *dengan materi* ▪︎Bebek Goreng ▪︎Ayam Goreng ▪︎Ikan Bakar ▪︎Udang saos asam manis ▪︎Kepiting saos padang ▪︎ Sambal Terasi dan Sambal lamongan https://t.co/xGf9eHIE91,Neutral,0.9998936653137207
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *Rawon Soto Daging empal ayam suwir jeroan ( babat paru usus)* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/oMiKUTqssd,Anger,0.7228245735168457
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary* Kursus Masak *dengan materi* ▪︎Nasi pecel lengkap ▪︎ Rawon ▪︎ Lodeh ▪︎ Es Dawet Yuk Action Sekarang ! Info dan pendaftaran Hub. Call Center: 0813 3111 0046 Admin 1: 0882 1726 8680 (wiwin) Admin 2 : 0877 0889 5497 (Wiwin) https://t.co/mJQxlYSs2Z,Neutral,0.9999610185623169
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *Sapo tahu chicken saos teriyaki cumi saos lada hitam asem2 Daging/Iga* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/cgXGFHXroj,Anger,0.5435823202133179
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary Materi : 1.pengenalan dan penjelasan bahan 2.teknik dan cara menimbang 3.teknik dan cara membuat adonan dasar roti manis 4.teknik dan cara pengembangan dan pembentukan roti sederhana 5.membuat variasi roti:keju sosis selai coklat https://t.co/xE3e9rNy6F,Neutral,0.7978430390357971
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary Mau Punya Bisnis Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. Materi : 1. Es Teh 2. Teh Hangat 3. Minuman Rasa strowbery dan mangga 4. Simple sirup 5. Boba Brown sugar 6. Es jeruk https://t.co/dnAVj2IMMX,Sad,0.9783995747566223
masak_kursus,Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *NASI TUMPENG* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/3t053RMimf,Anger,0.3827575147151947
masak_kursus,Kursus Masak Sidoarjo Swansh Culinary* *dengan materi* ▪︎Bacimut ▪︎saos Hot lava ▪︎Saos pinzza ▪︎saos pedas manis wijen Yukkk Daftar dan Action sekarang Juga!!! https://t.co/oyR2swTLPT,Neutral,0.9999771118164062
masak_kursus,Menerima Pesanan Nasi Kotak *dengan materi Nasi kotak* ▪︎Nasi putih ▪︎ayam bakar ▪︎kering tempe ▪︎tumisan sayur ▪︎Bali telor ▪︎Krupuk ▪︎perkedel kentang ▪︎Mie Yuk Action Sekarang ! Info dan pendaftaran Hub. Call Center: 0813 3111 0046 Admin 1: 0882 1726 8680 https://t.co/dXMy6sYoLa,Joy,0.6039343476295471
kusumovina,@ARSIPAJA kuliah mahal pak kursus jg mahal.. pemerintah aja yg g niat,Anger,0.34433069825172424
kelasbahasaidn,Pendaftaran kursus bahasa Spanyol DELE keperluan beasiswa dan kuliah S1 S2 dan S3 Spanyol 2024 https://t.co/fMMkWBjUHA #kursusbahasaspanyol #lesbahasaspanyol #kelasbahasa #kuliahkespanyol #beasiswaspanyol https://t.co/HCmNQ1ds3P,Joy,0.5010611414909363
tutornomor1,Siapa yang pusing mikirin grammar? Kalau kamu bisa relate cek profil kita ya! Kami membuka kursus bahasa inggris PALING MURAH! Ada program Regular dan Private Kami juga membagikan tips bagaimana caranya menjawab soal-soal sulit di test TOEFL IELTS dan Speaking https://t.co/h7yTbgBA1J,Anger,0.345939040184021
cockatoocourse,@imingsonghwan semangat belajarnya kak dua-duanya bagus kok ,Joy,0.9957801103591919
cockatoocourse,@harsastud les bahasa inggris kak,Neutral,0.5037559866905212
cockatoocourse,@necstudies les di cockatoo course aja yuk kak,Joy,0.8763942122459412
cockatoocourse,@notyajoo gas kak biar makin jago ,Joy,0.5458460450172424
cockatoocourse,@111111_xyz ayok kak les semangat belajar bahasa mandarin ,Joy,0.7873522639274597
SultanMafty,@Adrianussatrio Menarik ada beasiswa ga ya buat kursus pelatihan,Neutral,0.42520788311958313
v4ria,@kegblgnunfaedh Menurut saya usaha dari diri sendiri juga bagus misalnya IPK tinggi terus punya kemampuan MS. Office dasar ikut2 kursus tapi jangan lupakan jalur langit dan doa dari orang tua( ibu bapak) dijamin apapun usahamu pasti tercapai,Anger,0.43761420249938965
saanndyie,Gada yg lebih mahal dari biaya kursus bertanggung jawab,Anger,0.3466527760028839
kelasbahasaidn,Pendaftaran kursus bahasa Rusia TORFL keperluan beasiswa dan kuliah S1 S2 dan S3 Rusia 2024 https://t.co/t7U9Q2j9Lj #kursusbahasarusia #lesbahasarusia #kelasbahasa #beasiswarusia #kuliahkerusia https://t.co/xMwovzHzFW,Joy,0.4578552544116974
maoaoaoaosama,@an0thena kursus jadi gunung kah,Neutral,0.2638503313064575
woionhak,@minkyeufn dd mau kursus kayak doraemon gitu noona :3,Neutral,0.35632041096687317
ragitempe,@pudingsoklad Ngga paham juga Maaf yaa~ Pake visa berlibur lalu daftar kursus singkat 1 bulan mungkin? Karena setelah kursus biasanya diarahkan untuk dapet kerja.,Anger,0.26783305406570435
alivia0420,@https_pong @chillh00t @itbelongstoray @kolorjahanam @mawanzzzz @qubelajar info kursus bahasa inggris gas beneran ini mah,Joy,0.46106088161468506
ndabole22,1. Sedekah 2. Investasi 3. Menabung 4. Rumah &amp; Kendaraan 5. Kursus apapun upgrade diri 6. Haji diri sendiri dan orangtua 7. Jalan traveling keliling dunia,Anger,0.3046918511390686
ClassKouki12006,@Masbinbin_ Terima kasih kak sudah membantu mempromosikan kursus saya ️,Joy,0.8856498599052429
artewld,@gulitng Mayan tapi dlu gw belajar bahasa jepang si. Ya kl mau proper kursus aja,Joy,0.548922061920166
_ming9yu,nnti libur 2bulan aku ngapain yaaaaa kemarin pas libur sem 2 aku kursus sebulan kali ini kursuss apaaahhhh,Anger,0.25698915123939514
Kelas_ppds,Pendaftaran kursus TPA Bappenas dan TOEFL ITP persiapan pascasarjana doktoral dan PPDS Universitas Brawijaya 2024 https://t.co/RaJyrlNJJA #kelastpatoefl #kursustpabappenas #lestpabappenas #kursustoeflitp #lestoeflitp https://t.co/PVWVFiOOuc,Neutral,0.3866168260574341
teko0lovie,@chromatogrebi aku pengen bgt bisa bahasa isyarat abis liat film or series yang character nya punya keistimewaan ini pengen bisa juga cmn bingung belajar dari mana selain dari youtube mau kursus juga gaada duit ,Joy,0.5916150212287903
vanhavnpickme99,@Rusli78880205 @kegblgnunfaedh Gaji lu aja nguli sebulan belon tentu cukup kan? BTW keuntungan dia memiliki gelar Sarjana untuk bekerja di luar negeri possibilitynya lebih besar dan cepat cuk dibanding orang² yg cuma nyandang sertifikat kursus sebagai syarat kerja. Kurang²in ngerendahin orang.,Fear,0.378128319978714
vinanurziani,Wait kalo tetap di Bandung bisa kursus Bisindo (⁠⑉⁠⊙⁠ȏ⁠⊙⁠),Joy,0.504295825958252
cutiessaf,@potatobee__ samaa pgn bljr digimar pgn kursus mandarin pgn bljr bhs inggirs data analyst excel tp bingung drimana dlu,Neutral,0.2769061326980591
thatgfjongseong,@Taratakdwung @ENHYPEN_members @ENHYPEN yeyyyy aku sekarang sibuk belajar juga buat snbt tahun depan+lagi kerja sambil kursus hehe,Neutral,0.9022544622421265
SafahherbsHq,Tahniah pada para peserta yang hadir untuk sesi kursus hari ini! https://t.co/0Ek8HPCwXk,Neutral,0.5850359201431274
yukimiyafeb,@wemutt_ @worksfess Aku dr jurusan ekonomi. Apa bs nguasain skill itu smua yaa? Kalau iya apa yg harus disiapin? Ikut kursus atau pelatihan gitu? Btw kl bahasa china kaka otodidak atau les?,Anger,0.3936528265476227
kendrickngamar,pengen kursus barista deh boleh mama ngga ya,Neutral,0.2752501368522644
kelasbahasaidn,Pendaftaran kursus bahasa Jerman tes Goethe-Zertifikat A1 - B2 keperluan beasiswa dan kuliah S1 S2 dan S3 Jerman 2024 https://t.co/Wr1MfoOd0O #kursusbahasajerman #lesbahasajerman #kelasbahasa #beasiswajerman #kuliahjerman https://t.co/G3RAXgSpCU,Joy,0.43183520436286926
arepnazli,Kursus Umrah Andalusia In sha Allah kita jumpa esok ya https://t.co/DexPL6hph8,Anger,0.3142360746860504
kelasbahasaidn,Pendaftaran kursus bahasa Belanda dan persiapan beasiswa serta kuliah ke Belanda 2025 https://t.co/spR1hEF6BF #kursusbahasabelanda #lesbahasabelanda #kuliahkebelanda #kelasbahasa #beasiswakebelanda https://t.co/kiGtiMZ2ML,Joy,0.3942432999610901
primaryenglishh,Hari ini adalah era kolaborasi. Dengan kolaborasi kita bisa mencapai hal yang lebih besar dan lebih baik. Bersama kita wujudkan #GenerasiEmas2045 Primary English membantu kamu meningkatkan skill berbahasa Inggris Kursus Bahasa Inggris terbaik di Garut https://t.co/p6nraZrA9o,Joy,0.41154900193214417
aslinyatakutan,Buka kursus badminton dan juga bahasa inggris untuk tanya2 boleh DM atau wa 085781048612. Fast respon via wa. #Zonajajan #zonauang,Neutral,0.36441972851753235
CheffHery,*Kursus Masak Sidoarjo Swansh Culinary* ▪︎fried chicken ▪︎jamur krispy ▪︎Tahu krispy ▪︎Udang Krispy ▪︎ sambal geprek ▪︎ pembuatan tepung Yuk Action Sekarang ! Info dan pendaftaran Hub. Call Center: 0813 3111 0046 Admin 1: 0882 1726 8680 https://t.co/ooNv9FdP19,Neutral,0.965981125831604
minkyeufn,@woionhak Mau kursus apa tuh di jepang? Biar noona bantu telfonin orang sana/?,Neutral,0.851868212223053
CheffHery,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *Bebek bumbu hitam Bebek sinjai Bebek Remuk Sambal terasi Sambal pencit* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/Yxtkg4Fzk8,Fear,0.49448928236961365
CheffHery,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *Ayam ungkep ayam bumbu rujak ayam kalasan sambal* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/cg4o1OxpR5,Joy,0.4451296627521515
CheffHery,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran *Pembuatan mie Mie Ayam solo Mie pangsit jakarta sambal* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/Lom9p80tPe,Anger,0.512799859046936
Kelas_ppds,Pendaftaran kursus persiapan TPA Bappenas dan TOEFL ITP PPDS ULM Banjarmasin https://t.co/Prm1Zri4pb #kursustpabappenas #kursustoeflitp #kelastpatoefl #lestoeflitp #lestpabappenas https://t.co/WdrtY11EUj,Neutral,0.4424307942390442
CheffHery,Mau Punya Bisnis NASI TUMPENG yang sudah Jelas Banyak Penggemar di segala Usia dan Tidak Kenal Musim dan sebagai Hidangan untuk keluarga tercinta ....? *NASI TUMPENG* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/MClKbHJUuI,Love,0.6449240446090698
0tk0w0,@apacarienih Iya ampe ikut kursus online di @petanirumah bunganya lagi di tahap semai nanti di update deh mudah2an ga gagal ,Joy,0.45614296197891235
Kelas_ppds,Pendaftaran kursus persiapan TPA dan EAP UNS persiapan PPDS Pacasarjana dan Doktoral https://t.co/Q6KqwpNQe0 #kursustpabappenas #lestpabappenas #kelastpatoefl #kursuseapuns #EAPUNS https://t.co/gCxjB6Sqq9,Neutral,0.44634804129600525
orangesgarden,1. Ke Perpusnas 2. Ke Pasar Senen untuk beli buku-buku bekas 3. Ikut kelas pottery di kota tua 4. Baca bukuuuu pokoknya sampai aku bisa kembali menulis seperti dahulu 5. Review materi coolyeah 6. Ikut kursus 7. Ikut volunteer ngajar,Anger,0.3527005910873413
graziakic,Bikin Focaccia hanya gak dioles olive oil dan di topping Rosemary segar... Enak luarnya keras rapi dalamnya empuk lembut https://t.co/LZw4jNvtsq,Joy,0.518962025642395
yulidangta,@tanyarlfes Masih bisa koq ikut CPNS atau BUMN jg masih bisa tp kalo mau di swasta jg bisa asal rajin2 apply. Bahkan kalo mau keluar negri lebih bisa lg. Kalo bisa selama menunggu panggilan &amp; ngepply gini cari kesibukan lain entah kursus atau freelance/part time gitu,Neutral,0.6158205270767212
Kelas_ppds,Pendaftaran kursus TPA dan SEU Undip/TBI/TOEFL persiapan PPDS PPDGS Pascasarjana dan Doktoral 2024 https://t.co/pCOEtAxwn1 #kursusseuundip #kursustpaundip #kursustbiundip #lesseuundip #lestbiundip #lestpaundip #kelastpatoefl https://t.co/i8sEm0GH1s,Neutral,0.40313729643821716
0tk0w0,bang @petanirumah kursus kemaren kan di sayuran ma buah ya kalo bunga perlakuannya sama kah?,Anger,0.3395610749721527
ramadisadikin,3. Babbel (https://t.co/SoZZBH1MhW): Babbel menawarkan kursus bahasa yang dirancang oleh ahli bahasa untuk membantu Anda belajar bahasa asing dengan fokus pada percakapan sehari-hari.,Joy,0.5107037425041199
ramadisadikin,2. Memrise (https://t.co/f3wm0sbK6G): Memrise menawarkan kursus bahasa yang dirancang untuk membantu Anda mengingat kosakata dan tata bahasa dengan menggunakan metode pembelajaran berulang-ulang yang efektif.,Neutral,0.8117722868919373
ndhyydn86,@adobubble Setuju. Sesetengah kursus memerlukan komputer riba. Masa menuntut ijazah dulu guna komputer di makmal shj semester kedua baru guna satu brand Compaq.,Neutral,0.4726216495037079
Adrianussatrio,Kursus Lisensi A AFC Peluang melatih: Asisten pelatih kepala klub Liga 1 pelatih kepala klub Liga 1 pelatih tim nasional usia muda (U-16 U-19 U-23) tim nasional wanita dan asisten pelatih kepala tim nasional senior.,Joy,0.9951273202896118
azzbluue,@amaliaaanf buka kursus diving ajh,Sad,0.29294583201408386
DwiLestariHand6,KURSUS GRATIS DIBIAYAI KEMDIKBUDRISTEKVOKASI RI LULUS LANGSUNG KERJA #kemdikbudristekvokasi #kursuskita #vokasi #lkp #dwilestaricollege #kabupatenpesisirselatan #nagari #kapehpanjijayatalaok #kecamatanbayang #dinaspendidikan #dudihotel #giszellahotel #sagamurnihotel #trizahotel https://t.co/WyC8RcZgFY,Anger,0.30877983570098877
hardja_h,@kang___L Kaya nya musti kursus berbohong yg baik dan benar nih.,Anger,0.5743340849876404
munyamunya88,@lenlenjuin Tapi yg kursus ga dapet sertif kan.. yg bikin ak mundur krn ga ad sertifnya abis course Jdi masi nyari2 kursus yg dipake temen2ku jg mending disana,Fear,0.4828478693962097
Dwilestari24316,KURSUS GRATIS DIBIAYAI KEMDIKBUDRISTEKVOKASI RI LULUS LANGSUNG KERJA #kemdikbudristekvokasi #kursuskita #vokasi #lkp #dwilestaricollege #kabupatenpesisirselatan #nagari #kapehpanjijayatalaok #kecamatanbayang #dinaspendidikan #dudihotel #giszellahotel #sagamurnihotel #trizahotel https://t.co/nOqfKumRBm,Anger,0.30877968668937683
munyamunya88,@lenlenjuin Kalo gasalah dia suka buka kursus bakor wkwk untung ga jadi ambil. Soalnya ga ad sertif sementara ak ngejar sertif,Joy,0.502949595451355
magnoliaodyssey,Oh kelupaan 1 lagi esai beasiswa kursus,Neutral,0.3173656165599823
magnoliaodyssey,Hari ini: - self study materi kelas bakor hari ini️ - 1 esai beasiswa grad school prep - 3 esai fellowship - 2 esai kursus + 2 kuis - ajuin permohonan perpanjangan lisensi - kelas bakor 1B - draf 1 esai beasiswa kursus - pushrank - tugas bakor sch (kalo masi ada energi),Neutral,0.9940259456634521
